Sample_ID,Genome,Study,Country,Region,Year,Accession,Database,Continent,updated_arc,updated_Subtype
PD0488-C.g441,PD0488-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR164701,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz2-DBLe14,DBLa2-CIDRa1.8 head structure with DBLg4
PD0492-C.g1112,PD0492-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR164703,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0493-C.g657,PD0493-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR164716,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0494-C.g71,PD0494-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR164714,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRg1-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg6
PD0495-C.g312,PD0495-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR164735,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0498-C.g282,PD0498-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2011,ERR164720,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0502-C.g437,PD0502-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2011,ERR164721,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0511-C.g249,PD0511-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR221489,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0511-C.g393,PD0511-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR221489,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0512-C.g430,PD0512-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR221490,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz4,DBLa2-CIDRa1.8 head structure with DBLg4
PD0513-C.g344,PD0513-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR216502,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz2-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PD0514-C.g908,PD0514-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR221491,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1-DBLg9,DBLa2-CIDRa1.1 head structure with DBLg6
PD0517-C.g460,PD0517-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216504,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0518-C.g298,PD0518-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216505,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1-DBLg9,DBLa2-CIDRa1.1 head structure with DBLg6
PD0518-C.g58,PD0518-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216505,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRg1-DBLe13-DBLz3-DBLe6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0521-C.g350,PD0521-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216506,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PD0523-C.g398,PD0523-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221495,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PD0524-C.g535,PD0524-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221496,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
PD0530-C.g475,PD0530-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221501,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0532-C.g286,PD0532-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221502,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1-DBLg9,DBLa2-CIDRa1.1 head structure with DBLg6
PD0535-C.g306,PD0535-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221503,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0536-C.g14,PD0536-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221504,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6,DBLa2-CIDRa1.8 head structure with DBLg6
PD0538-C.g573,PD0538-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216513,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0540-C.g526,PD0540-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221506,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0543-C.g303,PD0543-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221508,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0544-C.g19,PD0544-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221509,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd5-CIDRd1-DBLb6-DBLg2,DBLa2-CIDRa1.1 head structure with DBLg4
PD0545-C.g248,PD0545-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221510,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0546-C.g185,PD0546-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221511,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0546-C.g514,PD0546-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR221511,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0548-C.g520,PD0548-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223063,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz2-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PD0549-C.g373,PD0549-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216514,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0549-C.g441,PD0549-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216514,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0550-C.g233,PD0550-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR216515,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0552-C.g667,PD0552-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR216516,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0554-C.g159,PD0554-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223064,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0555-C.g365,PD0555-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216518,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0556-C.g560,PD0556-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216519,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0557-C.g112,PD0557-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223065,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1-DBLg9,DBLa2-CIDRa1.1 head structure with DBLg6
PD0557-C.g655,PD0557-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223065,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRg1-DBLe13-DBLz3-DBLe6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0561-C.g659,PD0561-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223067,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PD0563-C.g612,PD0563-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223069,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0565-C.g198,PD0565-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223071,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb3,DBLa2-CIDRa1.1 head structure with DBLg6
PD0566-C.g698,PD0566-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR223072,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0569-C.g384,PD0569-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216539,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0569-C.g465,PD0569-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216539,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0571-C.g237,PD0571-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216541,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1-DBLg9,DBLa2-CIDRa1.1 head structure with DBLg6
PD0572-C.g427,PD0572-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR216521,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0575-C.g389,PD0575-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248938,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0576-C.g337,PD0576-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248942,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0578-C.g4332,PD0578-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248944,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb4,DBLa2-CIDRa1.1 head structure with DBLg6
PD0580-C.g496,PD0580-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR248946,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0581-C.g345,PD0581-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248947,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0582-C.g37,PD0582-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248948,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLz3-DBLe6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0582-C.g482,PD0582-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248948,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0583-C.g54,PD0583-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248949,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd5-CIDRd1-DBLb6-DBLg2,DBLa2-CIDRa1.1 head structure with DBLg4
PD0584-C.g174,PD0584-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248939,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd5-CIDRd1-DBLb6-DBLg2,DBLa2-CIDRa1.1 head structure with DBLg4
PD0585-C.g720,PD0585-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248940,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PD0586-C.g329,PD0586-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR248941,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0587-C.g103,PD0587-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337555,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd5-CIDRd1-DBLb6-DBLg2,DBLa2-CIDRa1.1 head structure with DBLg4
PD0592-C.g1113,PD0592-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337564,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0592-C.g1244,PD0592-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337564,varDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0592-C.g1358,PD0592-C,1052-PF-TRAC-WHITE,Thailand,Ranong,2012,ERR337564,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0630-C.g45,PD0630-C,1052-PF-TRAC-WHITE,Thailand,Tak,2011,ERR404250,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0632-C.g485,PD0632-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR426028,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0636-C.g136,PD0636-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR426016,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0636-C.g81,PD0636-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,ERR426016,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0651-C.g19,PD0651-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426036,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0658-C.g230,PD0658-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426022,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0659-C.g152,PD0659-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR426034,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0663-C.g170,PD0663-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,ERR404248,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0667-C.g398,PD0667-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2013,ERR426130,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0668-C.g71,PD0668-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2013,ERR426140,varDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PD0718-C.g57,PD0718-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,ERR580432,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg6
PD0721-C.g31,PD0721-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553940,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0721-C.g91,PD0721-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553940,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0722-C.g147,PD0722-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553899,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0724-C.g36,PD0724-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580410,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0728-C.g33,PD0728-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580420,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0728-C.g66,PD0728-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580420,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0731-C.g565,PD0731-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553949,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PD0733-C.g53,PD0733-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553941,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0744-C.g103,PD0744-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580434,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0744-C.g268,PD0744-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580434,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0746-C.g358,PD0746-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553925,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz2,DBLa2-CIDRa1.8 head structure with DBLg4
PD0748-C.g72,PD0748-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553942,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0750-C.g1051,PD0750-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553943,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0755-C.g150,PD0755-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580397,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0758-C.g107,PD0758-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580409,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0771-C.g182,PD0771-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553926,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRg1-DBLe13-DBLz3-DBLe6,DBLa2-CIDRa1.1 head structure with DBLg6
PD0774-C.g317,PD0774-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553903,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz4,DBLa2-CIDRa1.1 head structure with DBLg4
PD0776-C.g223,PD0776-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580444,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0785-C.g138,PD0785-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR580400,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz4,DBLa2-CIDRa1.1 head structure with DBLg4
PD0786-C.g848,PD0786-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,ERR553944,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg6
PD0787-C.g47,PD0787-C,1125-PF-TH-NOSTEN,Thailand,Tak,2009,ERR580415,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0789-C.g173,PD0789-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,ERR580422,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0789-C.g84,PD0789-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,ERR580422,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd7-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg6
PD0790-C.g144,PD0790-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,ERR580383,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0791-C.g585,PD0791-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,ERR580371,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd5-CIDRd1-DBLb6-DBLg2,DBLa2-CIDRa1.1 head structure with DBLg4
PD0794-C.g136,PD0794-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,ERR580373,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0796-C.g129,PD0796-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,ERR580374,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0802-C.g372,PD0802-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,ERR553911,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0803-C.g96,PD0803-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,ERR553936,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0804-C.g137,PD0804-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,ERR553939,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PD0806-C.g128,PD0806-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,ERR580398,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0814-C.g400,PD0814-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,ERR580404,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PD0816-C.g23,PD0816-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,ERR553916,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLg2-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0816-C.g301,PD0816-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,ERR553916,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PD0816-C.g328,PD0816-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,ERR553916,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0817-C.g156,PD0817-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,ERR580431,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PD0817-C.g749,PD0817-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,ERR580431,megaDB,Asia,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLg2-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PD0818-C.g291,PD0818-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,ERR580392,megaDB,Asia,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
